Player,Elo_Hard,Elo_Clay,Elo_Grass,Rank,Pts,Elo,Elo_diff,surface_winrate,rank_diff,pts_diff,win_last_5_diff,win_last_25_diff,win_last_50_diff,win_last_100_diff,win_last_250_diff,diff_N_games,elo_grad_20_diff,elo_grad_35_diff,elo_grad_50_diff,elo_grad_100_diff,h2h_diff,h2h_surface_diff,elo_plus_form,elo_form_ratio,elo_x_form
Wang J.,1494.7410506730434,1509.429758973209,1514.6647791793862,118.0,485.0,1521.7280245875004,276.82268951465403,0.6827586206896552,-97.0,1200.0,0.0,0.24,0.2199999999999999,0.26,0.252,346.0,-2.705163436952398,-2.586096822807537,-2.2793536060040105,-0.0510468066102862,0.0,0.0,,,
Petzschner P.,1578.5544072368664,1484.9760881072784,1611.648129097814,524.0,66.0,1588.1654083524425,253.01228570062335,0.5192307692307693,-511.0,2389.0,0.2,0.28,0.26,0.18,0.0763128491620112,141.0,-0.9314864699809278,2.2836199257093863,3.93888901443609,2.851614172786351,,,,,
Pervolarakis M.,1500.0,,,377.0,109.0,1500.0,138.307653875195,0.5970149253731343,288.0,-77.0,-0.3,0.02,-0.06,0.02,0.0046728971962616,214.0,0.7882375146447771,-0.934935965927064,-2.174220763446001,-0.8600408424497732,0.0,0.0,,,
Aldi F.,,1463.424413529844,,406.0,77.0,1453.4811495615338,16.088380035832188,0.5714285714285714,-301.0,323.0,0.2,0.1904761904761904,0.1904761904761904,0.1904761904761904,0.1904761904761904,8.0,1.6887348338352357,0.9649913336201345,0.6754939335340941,0.3377469667670471,0.0,0.0,,,
Artunedo Martinavarro A.,1500.0,,,340.0,126.0,1500.0,-0.1144443411135398,0.0,-180.0,205.0,-0.25,-0.25,-0.25,-0.25,-0.25,4.0,0.8115537271170524,0.4637449869240299,0.3246214908468209,0.1623107454234104,0.0,0.0,,,
Chiudinelli M.,1448.7181764061916,1466.7641805501946,1490.174143921733,366.0,117.0,1454.1094328539414,179.83866860406965,0.4021739130434782,-322.0,958.0,0.0,0.2,0.14,0.13,0.0931570247933884,233.0,4.775694019238131,2.8101131027717785,1.8296734329883564,1.8433341669535912,1.0,1.0,,,
Navarro-Pastor I.,1425.4844550147925,1469.451534103836,1483.9912611507025,310.0,157.0,1466.1731649711917,357.65101517249536,0.6031746031746031,-288.0,1268.0,0.1999999999999999,0.28,0.2999999999999999,0.2897938144329897,0.2797938144329897,253.0,1.5427787121529375,-0.2868477740759967,-0.4696692852760271,0.1508560723929372,0.0,0.0,,,
Medvedev A.,1443.128984071182,1575.825620930119,1485.4605431893854,172.0,,1495.6174465388317,371.4537149581813,0.7560975609756098,-162.0,0.0,0.8,0.4,0.2199999999999999,0.1987719298245613,0.1939571150097466,51.0,12.064269702927572,6.159839114460095,3.3478123819062557,3.2748461898232337,1.0,0.0,,,
Hanley P.,1500.0,,,,,1500.0,25.979701082518204,0.3333333333333333,69.0,0.0,0.0999999999999999,-0.06,-0.0777777777777777,-0.0777777777777777,-0.0777777777777777,45.0,3.9670972620063822,1.9426903586181783,0.8160584670867002,0.4080292335433501,0.0,0.0,,,
Roitman S.,1392.615280366714,1451.5985967323218,1454.7718983463278,121.0,563.0,1390.6874254109323,189.0885997065675,0.3571428571428571,-28.0,138.0,0.0,0.2799999999999999,0.2457142857142857,0.2052264808362369,0.2052264808362369,-47.0,3.064333476569743,6.022831740339909,3.538010761058417,2.0492956595588296,0.0,0.0,,,
Galovic V.,,1512.7600938966905,1482.242373746248,197.0,259.0,1488.8758973020067,-71.09242533335873,1.0,-11.0,18.0,0.0,-0.2051282051282051,-0.2051282051282051,-0.2051282051282051,-0.2051282051282051,-7.0,-3.2367281229496254,-1.849558927399786,-1.2946912491798503,-0.6473456245899252,0.0,0.0,,,
Lopez San Martin A.,,1500.0,,550.0,170.0,1500.0,-100.63235248807224,0.5,437.0,-128.0,0.0999999999999999,0.14,0.0,0.02,-0.0639999999999999,-494.0,3.265725146414127,1.9833453488569637,-0.1268172653268811,2.202096992722627,0.0,0.0,,,
Berasategui A.,1451.906040140538,1438.1185693635334,1500.0,186.0,,1394.0261732828362,-129.4858398306876,0.3333333333333333,137.0,0.0,-0.2,-0.2577777777777778,-0.3309692671394799,-0.3309692671394799,-0.3309692671394799,-29.0,-1.3780696885514772,-0.6711450429957364,-2.2310509825719147,-1.1155254912859571,0.0,0.0,,,
Matkowski M.,,1500.0,,726.0,,1500.0,-4.649449608890336,0.5,611.0,0.0,0.0999999999999999,0.06,0.12,0.09,0.0922330097087378,-103.0,-3.955101476767868,-0.1045022430060271,0.3391072592218688,-0.3025560677919406,0.0,0.0,,,
Sanchez Izquierdo N.,,1500.0,,260.0,221.0,1500.0,-164.7945509608246,0.5,231.0,-1189.0,0.0999999999999999,-0.02,0.02,0.0520833333333333,0.0520833333333333,-96.0,-3.0338365393077993,-2.0588758455384584,-1.248971182003429,-1.7197577374989192,0.0,0.0,,,
Del Potro J.M.,1995.7606454841984,1843.5129516463287,1716.0217176552103,753.0,28.0,1968.1852738194536,-456.3771378570384,0.5545454545454546,-711.0,1284.0,-0.8,-0.3999999999999999,-0.3,-0.34,-0.304,-245.0,-5.412927547563333,0.6548210821450993,0.7035269121205738,-0.9472904832289488,,0.0,,,
Arquez P.,,1500.0,,266.0,,1500.0,45.06696207232949,0.5,182.0,0.0,0.0999999999999999,0.0999999999999999,0.0999999999999999,0.0999999999999999,0.0999999999999999,-10.0,0.877294521292265,0.5013111550241515,0.350917808516906,0.175458904258453,0.0,0.0,,,
Groth S.,1450.1733391495773,1491.9573530084606,1543.6846800502524,201.0,262.0,1530.5162481821055,222.61082830585565,0.5185185185185185,-180.0,1623.0,0.0,0.28,0.22,0.2049999999999999,0.257,422.0,2.611098012781679,2.089573499944611,0.7879347755695245,-0.9241792582971152,0.0,0.0,,,
Neumayer L.,,1502.486502637082,,289.0,190.0,1506.3444346682174,-23.08694668099361,0.4285714285714285,-146.0,240.0,-0.0999999999999999,-0.1666666666666666,-0.1666666666666666,-0.1666666666666666,-0.1666666666666666,13.0,-0.9397459626716682,-0.5369976929552389,-0.3758983850686673,-0.1879491925343336,0.0,0.0,,,
Takahashi Y.,1500.0,,,262.0,194.0,1500.0,125.33593658835412,0.391304347826087,-210.0,726.0,-0.3,-0.18,-0.0399999999999999,-0.1099999999999999,-0.094059405940594,202.0,-1.1825047228653147,-0.2073027892192255,1.9585249943870489,0.5993660275389697,0.0,0.0,,,
Skatov T.,1470.0627155066486,1514.8400238415627,,174.0,324.0,1496.6562660843151,-50.68546529982427,0.0,13.0,-31.0,0.4,-0.0472727272727273,-0.1272727272727273,-0.1772727272727273,-0.2712727272727273,-859.0,1.383929937845528,4.968529635365075,3.426159277423108,2.493080912036132,0.0,0.0,,,
Kim A.,1428.40904840657,1459.2290023112948,1500.736306793522,167.0,,1409.464296960597,266.87233018730103,0.4827586206896552,37.0,0.0,0.2,0.3199999999999999,0.3933333333333333,0.3733333333333333,0.3481981981981982,118.0,2.645202398676497,3.183919804721109,3.7332015245843193,0.9682256958140624,0.0,0.0,,,
O'Connell C.,1479.5583898346592,,,115.0,481.0,1482.7845664862716,-408.9703011794989,0.0,99.0,-1523.0,,-0.8,-0.72,-0.57,-0.5359477124183006,-151.0,-5.638314314292086,-5.749203648484269,-5.3603605118130595,-1.6396752595767567,0.0,0.0,,,
Fils A.,1737.7117553616554,1711.2323162127611,1533.599037122967,14.0,2845.0,1825.5356464555864,186.71976068518848,0.55,-43.0,1883.0,0.0,0.0799999999999999,0.26,0.1499999999999999,0.161332099907493,-120.0,-0.475291824354247,0.1396204812642216,2.907447129011171,1.4794807411617397,1.0,1.0,,,
Agenor R.,1445.1667662716852,1433.6058879177035,1484.7685818980626,178.0,,1361.4576506601782,-501.01181666557704,0.25,177.0,0.0,-0.6000000000000001,-0.63,-0.61,-0.58,-0.5583333333333333,-96.0,-8.901445267867086,-5.683266667630726,-4.64271527680929,-4.339827858337408,0.0,0.0,,,
Sabau R.,1469.0492926206805,1438.489301021394,1470.287340990791,163.0,255.0,1399.8681799821215,-108.36980708183752,0.4,55.0,-138.0,-0.2,-0.175,-0.0579268292682926,-0.0579268292682926,-0.0579268292682926,17.0,-9.67234405241462,-3.287025090500005,-2.103245060940303,-1.0516225304701514,0.0,0.0,,,
Rodriguez M.,1468.0338330211207,1477.9241000527347,,149.0,,1449.2808099963277,-30.973511662495863,0.0,102.0,0.0,0.0,-0.1228571428571428,-0.0228571428571428,-0.0835351089588377,-0.0835351089588377,-45.0,-0.8055290014796241,-1.4810672005941017,0.7481067753564911,-0.2806605455994895,0.0,0.0,,,
Costa F.,1485.5293411740167,1483.1991399205597,,264.0,,1456.748313539798,-50.317136659498374,0.0,-10.0,0.0,-0.6,-0.5,-0.5,-0.5,-0.5,-3.0,-2.8167048659073544,-1.6095456376613453,-1.1266819463629418,-0.5633409731814709,0.0,0.0,,,
Ritschard A.,1510.952773666367,1478.4409846406809,1500.0,125.0,466.0,1489.9531111278145,162.03279173486294,0.582089552238806,8.0,-27.0,0.2,0.18,0.26,0.18,0.239906103286385,203.0,0.048348978084698,-0.4539561705948082,1.2888962102409325,-0.984279585647132,0.0,0.0,,,
Lojda D.,1500.0,,,169.0,285.0,1500.0,146.98715165147996,0.4,-117.0,625.0,-0.5,0.02,-0.02,-0.03,-0.0339805825242718,103.0,0.5555413624635094,2.931442612687501,0.4838486671879354,1.5931254871004763,0.0,0.0,,,
Jarry N.,1582.1565882590862,1564.883857535085,1523.774521060977,149.0,390.0,1566.532931178886,252.95271295932957,0.5263157894736842,-135.0,2455.0,0.0,0.32,0.28,0.0599999999999999,0.0933704453441295,-94.0,5.239310385472617,6.404009230585299,7.261863043040458,2.342997908669945,0.0,0.0,,,
Luncanu P.A.,1500.0,1500.0,,322.0,134.0,1485.838974902081,-210.8425628567786,0.5,290.0,-958.0,0.0,-0.52,-0.56,-0.5185185185185185,-0.5185185185185185,-80.0,-0.584522738484759,-0.6488446170557511,-2.475193119609371,-2.1348002991052635,0.0,0.0,,,
Cilic M. ,1532.0,,,13.0,2355.0,1532.0,0.0,1.0,,215.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
Moriya H.,1482.3701982010546,,1500.0,253.0,193.0,1484.777705741502,-361.468534990365,0.4,242.0,-2862.0,-0.1999999999999999,-0.4492307692307692,-0.4692307692307692,-0.4292307692307692,-0.3332307692307691,-272.0,-3.953001831972119,-1.8662137610330256,-1.554812660716843,-2.366189409683293,0.0,0.0,,,
Van D. Merwe I.,1500.0,,,118.0,491.0,1500.0,52.86742888809477,0.5,25.0,-111.0,0.0999999999999999,0.26,0.2307692307692307,0.2307692307692307,0.2307692307692307,-26.0,-0.2894197471098778,1.139418916138376,0.7975932412968632,0.3987966206484316,0.0,0.0,,,
Arnaldi M.,1661.1268644534885,1637.705486768088,1485.503338466146,36.0,1415.0,1716.2025177960618,14.157661144722852,0.5833333333333334,-10.0,505.0,0.4,0.0,0.0799999999999999,0.0119148936170212,0.0130469690887193,-12.0,-1.3147258415267402,-0.0629561169157958,1.1738236476743305,0.5234513337966971,,,,,
Marin L.,,1500.0,,409.0,,1500.0,-122.26441214419948,0.5,211.0,0.0,-0.0999999999999999,-0.02,-0.0999999999999999,-0.1037735849056603,-0.1037735849056603,-53.0,-1.094090754880824,-0.9075480690683436,-2.4846498429516894,-1.2922346527702893,0.0,0.0,,,
Klizan M.,1564.2255162209703,1622.7934727944855,1458.006546542489,316.0,165.0,1548.733479735274,-31.54415385046218,0.4285714285714285,-252.0,725.0,0.4,0.0609523809523809,-0.099047619047619,-0.119047619047619,-0.099047619047619,-231.0,11.536270319008782,6.831497589543707,2.9849436435625787,0.7720172213026626,0.0,0.0,,,
Lindahl N.,1458.557333287611,1500.0,,244.0,188.0,1453.542242856879,138.58810889467918,0.4545454545454545,-169.0,490.0,0.4,0.275,0.295,0.355,0.371,331.0,1.14970450281794,0.7051034627977255,-1.1786436765930648,0.1997992512683117,0.0,0.0,,,
Kilderry P.,1484.0,,1500.0,263.0,,1467.2055039165327,151.12492656690097,0.5,-240.0,0.0,0.6,0.6,0.5945945945945946,0.5945945945945946,0.5945945945945946,35.0,2.8421883097469616,2.722791124581155,1.6153465324575609,0.8076732662287804,0.0,0.0,,,
Spizzirri E.,1504.4253218350088,,1515.3517870847963,134.0,434.0,1510.5448511374254,247.36669517991845,0.6857142857142857,-109.0,1426.0,-0.3,0.0999999999999999,0.0799999999999999,0.0999999999999999,0.101010101010101,194.0,-3.0995326902827056,-0.096289453070988,-0.0894231750533754,-0.0647934913453673,0.0,0.0,,,
Shang J.,1660.956316603,1467.5100725868926,1535.759652882906,50.0,1115.0,1695.4189252734443,-25.034543078133993,0.625,8.0,-180.0,0.4,-0.24,-0.1199999999999999,-0.0270200720535254,-0.0270200720535254,9.0,-0.906478138923012,-3.3674159659572265,-4.05678641628892,-0.3566489818874334,1.0,1.0,,,
Canas G.,1635.316786437255,1649.87110840761,1607.6484821611066,151.0,452.0,1550.0733845016682,42.777899347936454,0.6428571428571429,-309.0,354.0,0.0,-0.16,0.0199999999999999,0.08,0.1214825174825174,207.0,-4.95057262968694,-4.9208645094807055,-4.122705291915927,-2.2971230270046363,1.0,1.0,,,
Verdasco F. ,1533.4387739660467,,,8.0,3225.0,1533.4387739660467,13.8249192404312,1.0,-4.0,3415.0,0.0,0.0,0.0,0.0,0.0,1.0,0.7631846603238956,0.4361055201850831,0.3052738641295582,0.1526369320647791,0.0,0.0,,,
Mertl J.,,1515.4754356040237,,306.0,158.0,1515.4570877692745,-185.36571141234367,0.5,285.0,-1517.0,0.6,0.52,0.4599999999999999,0.47,0.4479999999999999,-738.0,2.151891446203922,2.1730389139466686,-1.0373535562864162,1.2457010955027386,0.0,0.0,,,
Serra F. ,1516.0,,,71.0,655.0,1516.0,0.0,0.5,57.0,-1485.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
Svrcina D.,1505.639866857004,,,194.0,315.0,1514.117142700255,-84.35747294564067,0.5,135.0,-570.0,0.0999999999999999,0.02,0.0499999999999999,0.0499999999999999,0.0499999999999999,-36.0,-1.7126073303214868,-3.25003321303864,-1.818331057646419,-0.9091655288232094,0.0,0.0,,,
Ball C.,1523.9215956071855,1519.1603219781518,1500.0,158.0,344.0,1539.3270686219737,86.51112948107493,0.375,87.0,-328.0,0.4,0.0917647058823529,0.0784313725490196,0.0784313725490196,0.0784313725490196,-10.0,6.398788538887095,2.3345523138122646,1.634186619668585,0.8170933098342925,0.0,0.0,,,
Brasington J.,1462.4726642146538,1503.0541929114124,1500.0,175.0,,1447.771077313731,205.9863574873511,0.5,-144.0,0.0,0.8,0.4177777777777778,0.3577777777777777,0.1777777777777778,0.1777777777777778,76.0,10.39589941888032,7.631054474839928,7.652455032596804,2.0221749341449526,0.0,0.0,,,
Simonsson F.,,1500.0,,674.0,37.0,1500.0,0.0,0.5,195.0,-42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
Berankis R.,1587.5200928071397,1435.667907639238,1401.179491343109,212.0,271.0,1572.072880264932,-34.238541844908696,0.2,152.0,-539.0,0.2,-0.0399999999999999,-0.02,-0.0399999999999999,-0.0619205428650333,25.0,2.703857131646191,0.0573719371946091,-0.1433702487133723,0.8272432236514714,,0.0,,,
Parmar A.,1482.2959949435572,,1451.652902230269,230.0,152.0,1464.7261737813349,-28.24632957334325,0.2,178.0,-564.0,0.0,0.0399999999999999,-0.0571428571428571,-0.0471428571428571,-0.0315270935960591,-168.0,0.4538764760281424,-1.7993747171073795,-1.404146105197019,-1.26109092660261,0.0,0.0,,,
Smeets R.,1462.2836734572873,1500.0,,168.0,255.0,1465.8543803779066,-96.03336059732328,0.3333333333333333,71.0,-227.0,-0.4,-0.275,-0.2916666666666667,-0.2916666666666667,-0.2916666666666667,-40.0,-0.8486722605379554,-2.313398761564238,-2.115641025716923,-1.0578205128584617,0.0,0.0,,,
Gomez F.A.,,1512.6063394653163,,144.0,405.0,1515.9497510656252,187.29626059296356,0.5208333333333334,-63.0,357.0,-0.4,-0.48,-0.52,-0.48,-0.372,352.0,1.415215132312096,0.031595009431047,-0.3892341034279252,-1.5270427152430306,0.0,0.0,,,
Vemic D.,1476.668170950741,1506.7366687695994,1504.4312701448969,178.0,229.0,1467.8062283746394,-464.668606731356,0.3333333333333333,169.0,-1636.0,-0.2,-0.4070588235294117,-0.3670588235294117,-0.3870588235294117,-0.4270588235294117,-500.0,-4.993692873638803,-3.0567730692193047,-1.3868246234329762,-0.5057879861567198,0.0,0.0,,,
Van De Zandschulp B.,1581.5602371921905,1543.573641811656,1529.5018190047344,89.0,670.0,1574.1613688117238,-140.0927742209774,0.0,48.0,-237.0,-0.2,-0.1621052631578947,-0.2021052631578947,-0.2421052631578947,-0.3188494492044064,-153.0,-2.5765911792920404,-1.010681209492142,-0.8117147357988552,1.1491100391086024,0.0,0.0,,,
Johansson T.,1605.3308614349737,1482.3139574761562,1579.5000998970695,87.0,521.0,1593.423004250152,59.78368101702358,0.2,-36.0,221.0,0.0,0.2,0.06,0.02,-0.104,-109.0,5.148289202684111,4.414699854190472,2.40053479382947,3.103773540602403,0.0,0.0,,,
Kutsenko V.,1468.1576579289797,1500.0,,237.0,,1471.6881544539583,62.20735775731032,0.1428571428571428,-89.0,0.0,0.1999999999999999,0.0666666666666667,0.0666666666666667,0.0666666666666667,0.0666666666666667,6.0,2.88851705191023,1.6505811725201316,1.1554068207640922,0.5777034103820461,0.0,0.0,,,
Behrmann M.,1500.0,,,1358.0,,1500.0,31.668117838572243,0.5,1257.0,0.0,-0.0999999999999999,0.14,0.18,0.1964285714285714,0.1964285714285714,-56.0,-6.881509824319176,-1.3839650954854408,-0.7178429761307007,0.1352969403931342,0.0,0.0,,,
Rusedski G.,1602.7874488364928,1437.5873691493186,1710.9028402452414,136.0,310.0,1606.9247671253947,117.53420368446086,0.6548672566371682,-74.0,330.0,0.2,0.2,0.0,0.0299999999999999,0.072,116.0,5.387887894811979,4.5406645772368455,0.3104996144722191,-0.1834375428837301,5.0,4.0,,,
Zhang Z.,1480.3352836312793,,1516.6543938416366,187.0,271.0,1502.7407479925446,-183.2269905825892,0.25,100.0,-324.0,-0.2,-0.1942857142857142,-0.2742857142857143,-0.2542857142857143,-0.3102857142857143,-673.0,3.830571976382658,1.5790774396039913,0.76234323423987,0.6667740466717191,0.0,0.0,,,
Bautista R. ,1500.0,,,315.0,138.0,1500.0,0.0,0.5,-281.0,927.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
Kirkin E.,1500.0,,1500.0,446.0,83.0,1487.0395750764733,302.6133208385611,0.4074074074074074,-436.0,3002.0,0.4,0.64,0.68,0.64,0.5948275862068966,115.0,-3.0863823500150716,-0.8783864852286375,1.5075532387399926,3.0499548347008885,0.0,0.0,,,
Caruana L.,1500.0,,,397.0,100.0,1500.0,-165.80805523541767,0.5,351.0,-955.0,0.3,0.0999999999999999,-0.06,-0.03,0.0,-228.0,2.779700041744525,2.347458873599674,0.4519918225541869,0.6428679541291672,0.0,0.0,,,
Moreno De Alboran N.,1473.619421519138,1516.655783694322,,149.0,386.0,1497.059110787534,60.45689465439045,0.4,-70.0,406.0,-0.4,0.0470588235294117,0.1070588235294117,0.0770588235294117,0.0621531631520532,89.0,-1.2023523306376886,0.1017938860406957,1.217383749752298,0.8990665473742365,0.0,0.0,,,
Schukin Y.,1426.6820753576935,1582.8545501437195,,127.0,448.0,1532.544788498628,5.383336177214005,0.375,-60.0,266.0,0.0,-0.0763636363636363,-0.0363636363636363,-0.0363636363636363,-0.0363636363636363,-8.0,-1.544143136965863,0.1611732109773844,0.112821247684169,0.0564106238420845,0.0,0.0,,,
Nieminen J. ,1516.0,,,122.0,460.0,1516.0,0.0,0.5,-101.0,1120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
Cowan B.,1468.4286396004202,,1464.3875309080158,251.0,,1423.9261361793529,-55.5158136760806,0.25,182.0,0.0,0.0,-0.0742857142857142,-0.0966386554621848,-0.0966386554621848,-0.0966386554621848,-20.0,-2.9624874959909335,-1.4560116094291322,-1.0192081266003925,-0.5096040633001963,0.0,0.0,,,
Zhang Y.,1500.0,,,1001.0,,1500.0,4.383429457912598,0.4615384615384615,-921.0,0.0,-0.3,0.02,-0.0263157894736842,-0.0263157894736842,-0.0263157894736842,38.0,1.963207388248429,1.2451234402361284,0.3904122916637425,0.1952061458318712,0.0,0.0,,,
Dabul B.,1492.599715115707,1454.3700496478837,1492.0521740233107,164.0,332.0,1456.316469492321,84.59286392194576,0.3333333333333333,-104.0,499.0,0.3999999999999999,0.0799999999999999,0.0114942528735632,0.0114942528735632,0.0114942528735632,-10.0,3.1380892626763286,2.746738275088358,1.694685612734243,0.8473428063671213,0.0,0.0,,,
Lindell C.,1500.0,1470.9607594615618,,326.0,142.0,1459.5845049253971,15.143184691569331,0.1666666666666666,237.0,-507.0,0.0,-0.0577777777777778,-0.0577777777777778,-0.0577777777777778,-0.0577777777777778,-16.0,0.3937339277489742,0.150817783198038,0.1055724482386267,0.0527862241193133,0.0,0.0,,,
Kim K,,,1500.0,181.0,217.0,1500.0,331.92795087165973,0.5882352941176471,-140.0,638.0,0.0999999999999999,0.18,0.14,0.13,0.0782608695652173,230.0,0.8792681891042662,2.4089889016726764,1.1944235475881395,1.42041089476171,0.0,0.0,,,
Cervantes I.,1494.1770949702204,1481.0387683347733,1487.671447036909,125.0,465.0,1496.5270557976355,40.747453154998766,0.4545454545454545,-33.0,140.0,0.0,0.12,0.1124999999999999,0.1124999999999999,0.1124999999999999,-18.0,-0.2442006967934389,0.2998772330362369,0.9504514206259728,0.4752257103129864,0.0,0.0,,,
Alami K.,1386.1616397491948,1445.6518639452552,1502.1047094687128,479.0,,1362.4880179848408,118.7056024686467,0.5609756097560976,-299.0,0.0,0.2,0.1599999999999999,0.1,0.0938356164383562,0.1395621121648519,44.0,1.5997138578929475,0.7096711138683722,0.6175089108652085,-0.0888376142701643,2.0,0.0,,,
Prieto S.,,1459.3484664919165,,279.0,,1450.4638982272152,57.6449779139391,0.5862068965517241,-222.0,0.0,0.0,0.2799999999999999,0.24,0.2102564102564102,0.2102564102564102,73.0,1.6929768097175155,2.3705260620872,1.642410710151712,0.5163258517889084,0.0,0.0,,,
Peric T.,,1500.0,,1255.0,3.0,1500.0,-72.7754763959656,0.5,1208.0,-784.0,0.3,0.0999999999999999,0.02,0.02,0.0304878048780488,-164.0,-0.3575423146843263,0.8216430376024554,-0.3841893444881725,0.0728141063811131,0.0,0.0,,,
Peya A.,1464.4009797622905,1422.0025215605738,1416.813151293053,311.0,153.0,1392.4121524679335,-179.48942183634358,0.1428571428571428,218.0,-392.0,-0.4,-0.2,-0.0999999999999999,-0.0766666666666666,-0.0925531914893617,-81.0,-3.2228128322080014,-1.3695504055946783,-1.716923113478797,-1.141573958281208,0.0,0.0,,,
Harrison R.,1575.3486608273772,1473.2175468969258,1433.0550475955354,481.0,73.0,1575.2474299946623,34.928114443812774,0.425531914893617,380.0,-660.0,0.4,-0.0215384615384615,-0.0215384615384615,-0.0115384615384615,-0.0375384615384615,248.0,-5.197360674096944,-4.039235346192845,-2.753424821960134,-0.7939800087926437,0.0,0.0,,,
Tong M.,1500.0,,,1245.0,,1500.0,-35.647898815037024,0.5,1189.0,0.0,0.0999999999999999,-0.02,0.0135135135135134,0.0135135135135134,0.0135135135135134,-37.0,-5.288707414105545,-1.4303907754565053,-0.666547406949112,-0.333273703474556,0.0,0.0,,,
Sekulov J.,1460.5886370941355,1500.0,1500.0,244.0,,1432.6188471287812,98.50350363242842,0.75,-145.0,0.0,0.2,0.2987012987012987,0.2987012987012987,0.2987012987012987,0.2987012987012987,-4.0,4.35933181726474,2.4910467527227085,1.7437327269058962,0.8718663634529481,0.0,0.0,,,
Paes L.,1449.7431335023837,1500.0,1500.0,998.0,,1437.2795981176855,206.19854000512896,0.4705882352941176,-975.0,0.0,-0.2,0.2666666666666666,0.2466666666666666,0.2066666666666667,0.2270114942528735,104.0,-0.072470525792039,0.4396680157809767,1.3719548806757258,1.0412452947684825,0.0,0.0,,,
Galan D.,,1528.059452662646,,153.0,379.0,1539.9798730037226,690.2627241532821,0.825,-152.0,10881.0,0.0,0.0,-0.04,-0.0999999999999999,-0.136,1008.0,1.1577719480908517,1.628737905971171,1.695721493928827,0.6039867279899658,0.0,0.0,,,
Landsberg J.,,,1500.0,611.0,,1500.0,-26.029016033026892,0.5,543.0,0.0,-0.3,-0.0294117647058823,-0.0294117647058823,-0.0294117647058823,-0.0294117647058823,-17.0,-0.7584749406563105,-0.433414251803606,-0.3033899762625242,-0.1516949881312621,0.0,0.0,,,
Cermak F.,1483.9083618282389,1529.5673429531537,1500.0,830.0,12.0,1499.6122409848,0.6534923928800254,0.0,697.0,-402.0,0.2666666666666666,0.0666666666666667,0.0666666666666667,0.0666666666666667,0.0666666666666667,17.0,-0.0658143787627523,-0.0376082164358584,-0.0263257515051009,-0.0131628757525504,0.0,0.0,,,
Gicquel M.,1574.9678998446398,1493.1656020490702,1471.5197076169084,127.0,440.0,1490.8306163348122,153.55591814237528,0.5421052631578948,-91.0,650.0,0.0,0.16,0.12,0.06,0.0299183673469387,401.0,6.6354558517694615,-0.3076694560378068,1.595108544002569,-0.1836063878138474,2.0,1.0,,,
Smyczek T.,1455.8933725600712,1457.9207747571688,1477.3756250283714,281.0,135.0,1463.6860532442272,370.43446193035015,0.68,-261.0,1630.0,0.3999999999999999,0.4,0.34,0.34,0.3654173228346456,335.0,0.2915619822342024,2.184172362231837,0.4015456468172351,-0.6767381763814296,2.0,2.0,,,
Alves T.,1454.0312729571274,1453.8241383613622,1501.420424908188,138.0,381.0,1430.7586835079542,-127.16724953590142,0.0,-297.0,303.0,-0.6,-0.12,-0.1586206896551724,-0.1786206896551724,-0.1961206896551724,-115.0,1.943017387942291,-0.796768998384414,-0.0220352780150687,-0.2488913653615281,0.0,0.0,,,
Wolmarans F.,1501.1053491828648,,,261.0,177.0,1500.1895958025152,90.30885408130416,0.3428571428571428,-27.0,30.0,-0.3,-0.02,-0.12,-0.09,-0.0961538461538461,102.0,-1.2323887540586045,0.7379232802075356,-0.9722938467052608,1.0494136972911403,0.0,0.0,,,
Nava E.,1455.76655357011,1490.278828963797,1500.0,137.0,433.0,1456.1917985163425,-445.9942963027711,0.3333333333333333,127.0,-3007.0,-0.4,-0.48,-0.4999999999999999,-0.47,-0.4299559471365639,-207.0,-4.428229378675439,-3.5500112662320653,-2.8937337518675847,-1.2136392547885269,0.0,0.0,,,
Cox D.,,,1438.8050928715445,214.0,226.0,1441.2361876480547,302.70120821322644,0.4,-172.0,789.0,0.4,0.52,0.52,0.53,0.488,279.0,4.418125239460096,4.251264362100931,2.305088948214725,1.97229105651905,0.0,0.0,,,
Larsson M.,1585.2609205990905,1498.2511356272587,1516.1275638646723,184.0,,1554.6965903433934,36.06689441706226,0.2727272727272727,-128.0,0.0,-0.1999999999999999,-0.04,0.0038095238095238,-0.0297619047619047,-0.0297619047619047,-14.0,0.0481700696972324,2.3859910535030915,1.9485810556910383,0.3856591535897382,0.0,0.0,,,
Thomas J.,1500.0,,1500.0,740.0,,1485.201157539438,55.74452534812485,0.5,632.0,0.0,-0.4,-0.36,-0.3409090909090909,-0.3409090909090909,-0.3409090909090909,-43.0,1.4711359172393828,1.6760897766026444,1.321723689124251,0.6608618445621255,0.0,0.0,,,
